sample_id,ACVD,AS,BPA,CL,IBD,IGT,T2D,CI,HC,FL,ME,SC
SRR14610686,0.032952445918038531,0.028175274973489737,0.062070937593911732,0.13947305643403862,0.25049954305477273,0.020251533588717261,0.050421405461097878,0.0083086828238093553,0.33945591516140039,0.05716722795184901,0.0074025484674461652,0.0038214285714285711
SRR14610587,0.030014295482639123,0.0048465909090909089,0.005377951434530381,0.45615387785178174,0.020785849336347386,0.0030214181286549709,0.010006835269993165,0.0059952317290552582,0.43581354435972508,0.023639662521860672,0.0035055821371610847,0.00083916083916083916
SRR14610578,0.022442281001255969,0.012206071766211085,0.0095358980115172083,0.18895291862295843,0.019815388014380136,0.018080990999025059,0.1415185959776652,0.0065609013020003727,0.57130091971837127,0.007177057505617878,0.0010880737196526671,0.0013209033613445378
SRR14610606,0.012628322478436895,0.034699346606191381,0.16351024946023598,0.03656936795257059,0.06535954150880452,0.023084025752369407,0.067000119752071541,0.0096710555302223083,0.46863487390886438,0.10350518354474979,0.0061842634489693319,0.0091536500565138328
SRR14610570,0.0096240253050220732,0.050990550094862558,0.044428868109015154,0.035943191583360165,0.25397639082717005,0.020624611993613543,0.029215020911034836,0.0023147451963241431,0.50737103507094228,0.027459810644292069,0.0088107677281438895,0.0092409825362191108
SRR14610615,0.0022453007518796991,0.024887814951048557,0.69082625854014634,0.013949903374321197,0.028370223085233515,0.0012698412698412698,0.00094047619047619047,0.0019942092221503986,0.22549474503245373,0.0009798534798534798,0,0.0090413741025953311
SRR14610633,0.012782721664300611,0.037453784211406355,0.41986463179642763,0.064072786103047549,0.11543283878910308,0.0081097855318056564,0.011543330422587388,0.009818574979372191,0.28908308360923135,0.01136885386285541,0.0027804487179487179,0.017689160311914046
SRR14610611,0.050048721788113017,0.0085187655836632802,0.070881443882914466,0.029448340394817044,0.037888616242718401,0.034516082109848065,0.028529152046447442,0.014280822082637604,0.70976023744207173,0.0036048945894147132,0.0034179532424097642,0.0091049705949440111
SRR14610682,0.016309609522333308,0.050685165898436496,0.25513795905583325,0.072411313958061482,0.088644574749296115,0.0095055714710126481,0.032443481014393989,0.010113886964428758,0.4129131572051889,0.040823058335713133,0.004248538011695906,0.0067636838136064135
SRR14610628,0.040639054638433765,0.0092912954735323173,0.037440845918787088,0.42138981132330661,0.13686721482415717,0.0052401348651348652,0.024143162494204021,0.0058197556067121278,0.2335141788697685,0.080027540470838682,0.0047936721817913759,0.00083333333333333328
SRR14610664,0.031391149760112612,0.021429800657120954,0.29583234518469065,0.17434946548045216,0.026742027466521,0.0082520541549953325,0.017494233879295801,0.004636734588940471,0.40667182240180999,0.0050126440037430746,0.0038837698034679463,0.0043039526188503171
SRR14610691,0.18360873598104382,0.017821018068805462,0.024743076489475734,0.068197711673095268,0.043525819357887928,0.0097935727039745075,0.17241722306393698,0.023377879773230758,0.44411489462699227,0.0050866672027662738,0.0015892857142857141,0.005724115344505034
SRR14610619,0.01395157495583192,0.018276173882017539,0.0082762099012099015,0.053707437514326023,0.15962448953807135,0.014988285385924706,0.020505359034072516,0.010048663539762611,0.5454982050477829,0.0078309509118332649,0.13390615279972862,0.013386497489438667
SRR14610574,0.0030740599270011036,0.00096078431372549015,0.01787821124860094,0.13652962699644616,0.035142317026798445,0.0096081431396833877,0.021063424922171049,0.0020902777777777777,0.7490572122566167,0.015682099833954053,0.0075848665223665224,0.0013289760348583878
SRR14610673,0.010023354539524281,0.046031450211743631,0.17887489871351922,0.022191993871207089,0.020291442690436496,0.0068269081709484191,0.022726961153928103,0.08630338461455532,0.57534842548867682,0.0069936716620153149,0.0050681851688043648,0.019319323714641051
